"","State","Total_App","In_State_App","Total_Enroll","In_State_Enroll","Total_Adm_Rate","In_State_Adm_Rate","School_Name_2021_Standard","year"
"635","UT",520,153,46,27,0.0884615384615385,0.176470588235294,"University of Utah School of Dentistry",2016
"626","UT",2123,127,84,21,0.0395666509656147,0.165354330708661,"Roseman University of Health Sciences College of Dental Medicine – South Jordan, Utah",2017
"636","UT",450,122,50,22,0.111111111111111,0.180327868852459,"University of Utah School of Dentistry",2017
"627","UT",1980,133,100,19,0.0505050505050505,0.142857142857143,"Roseman University of Health Sciences College of Dental Medicine – South Jordan, Utah",2018
"637","UT",441,120,49,26,0.111111111111111,0.216666666666667,"University of Utah School of Dentistry",2018
"628","UT",1758,107,100,19,0.0568828213879408,0.177570093457944,"Roseman University of Health Sciences College of Dental Medicine – South Jordan, Utah",2019
"638","UT",504,118,50,31,0.0992063492063492,0.26271186440678,"University of Utah School of Dentistry",2019
"6210","UT",1719,111,102,20,0.0593368237347295,0.18018018018018,"Roseman University of Health Sciences College of Dental Medicine – South Jordan, Utah",2020
"639","UT",467,123,50,22,0.107066381156317,0.178861788617886,"University of Utah School of Dentistry",2020
"6310","UT",2090,123,100,20,0.0478468899521531,0.16260162601626,"Roseman University of Health Sciences College of Dental Medicine – South Jordan, Utah",2021
"649","UT",479,141,50,26,0.104384133611691,0.184397163120567,"University of Utah School of Dentistry",2021
"56","VA",2548,282,100,61,0.0392464678178964,0.216312056737589,"Virginia Commonwealth University School of Dentistry",2009
"561","VA",2535,303,93,60,0.0366863905325444,0.198019801980198,"Virginia Commonwealth University School of Dentistry",2010
"591","VA",2513,313,95,62,0.0378034222045364,0.198083067092652,"Virginia Commonwealth University School of Dentistry",2011
"601","VA",2575,308,93,63,0.0361165048543689,0.204545454545455,"Virginia Commonwealth University School of Dentistry",2012
"632","VA",2731,303,66,64,0.0241669718051996,0.211221122112211,"Virginia Commonwealth University School of Dentistry",2013
"633","VA",2147,333,96,64,0.0447135537959944,0.192192192192192,"Virginia Commonwealth University School of Dentistry",2014
"634","VA",2103,320,95,65,0.0451735615786971,0.203125,"Virginia Commonwealth University School of Dentistry",2015
"644","VA",2120,325,95,64,0.044811320754717,0.196923076923077,"Virginia Commonwealth University School of Dentistry",2016
"645","VA",2167,299,92,62,0.042455006922012,0.207357859531773,"Virginia Commonwealth University School of Dentistry",2017
"646","VA",1658,265,95,63,0.0572979493365501,0.237735849056604,"Virginia Commonwealth University School of Dentistry",2018
"647","VA",2373,281,98,61,0.0412979351032448,0.217081850533808,"Virginia Commonwealth University School of Dentistry",2019
"648","VA",2156,274,94,60,0.0435992578849722,0.218978102189781,"Virginia Commonwealth University School of Dentistry",2020
"658","VA",2181,291,95,62,0.0435580009170105,0.213058419243986,"Virginia Commonwealth University School of Dentistry",2021
"55","WA",1152,251,62,53,0.0538194444444444,0.211155378486056,"University of Washington School of Dentistry",2009
"571","WA",1027,276,60,51,0.0584225900681597,0.184782608695652,"University of Washington School of Dentistry",2010
"60","WA",996,251,63,57,0.0632530120481928,0.227091633466135,"University of Washington School of Dentistry",2011
"612","WA",1093,220,63,53,0.0576395242451967,0.240909090909091,"University of Washington School of Dentistry",2012
"641","WA",2819,252,100,54,0.0354735721887194,0.214285714285714,"University of Washington School of Dentistry",2013
"642","WA",1047,255,62,48,0.0592168099331423,0.188235294117647,"University of Washington School of Dentistry",2014
"643","WA",1018,206,63,54,0.0618860510805501,0.262135922330097,"University of Washington School of Dentistry",2015
"653","WA",1091,207,63,56,0.0577451879010083,0.270531400966184,"University of Washington School of Dentistry",2016
"654","WA",938,188,63,56,0.0671641791044776,0.297872340425532,"University of Washington School of Dentistry",2017
"655","WA",482,163,63,53,0.130705394190871,0.325153374233129,"University of Washington School of Dentistry",2018
"656","WA",444,162,61,53,0.137387387387387,0.327160493827161,"University of Washington School of Dentistry",2019
"657","WA",484,149,63,56,0.130165289256198,0.375838926174497,"University of Washington School of Dentistry",2020
"668","WA",625,189,63,49,0.1008,0.259259259259259,"University of Washington School of Dentistry",2021
"12","WI",3044,188,78,40,0.0256241787122208,0.212765957446809,"Marquette University School of Dentistry",2009
"581","WI",2719,174,80,40,0.0294225818315557,0.229885057471264,"Marquette University School of Dentistry",2010
"611","WI",2544,169,80,40,0.0314465408805031,0.236686390532544,"Marquette University School of Dentistry",2011
"621","WI",2326,183,80,41,0.0343938091143594,0.224043715846995,"Marquette University School of Dentistry",2012
"65","WI",2300,171,120,48,0.0521739130434783,0.280701754385965,"Marquette University School of Dentistry",2013
"651","WI",2397,176,100,49,0.0417188151856487,0.278409090909091,"Marquette University School of Dentistry",2014
"662","WI",2269,164,100,52,0.0440722785368004,0.317073170731707,"Marquette University School of Dentistry",2015
"663","WI",2318,194,100,50,0.0431406384814495,0.257731958762887,"Marquette University School of Dentistry",2016
"664","WI",2161,173,100,49,0.0462748727441,0.283236994219653,"Marquette University School of Dentistry",2017
"665","WI",2353,162,100,52,0.0424989375265618,0.320987654320988,"Marquette University School of Dentistry",2018
"666","WI",2316,174,100,51,0.0431778929188256,0.293103448275862,"Marquette University School of Dentistry",2019
"667","WI",2437,159,107,50,0.0439064423471481,0.314465408805031,"Marquette University School of Dentistry",2020
"676","WI",2551,167,100,50,0.0392003136025088,0.29940119760479,"Marquette University School of Dentistry",2021
"57","WV",1548,55,50,0,0.0322997416020672,0,"West Virginia University School of Dentistry",2009
"59","WV",1281,71,49,39,0.0382513661202186,0.549295774647887,"West Virginia University School of Dentistry",2010
"62","WV",1212,80,48,39,0.0396039603960396,0.4875,"West Virginia University School of Dentistry",2011
"631","WV",1220,83,60,43,0.0491803278688525,0.518072289156627,"West Virginia University School of Dentistry",2012
"66","WV",3589,74,126,36,0.0351072722206743,0.486486486486487,"West Virginia University School of Dentistry",2013
"661","WV",1145,54,57,28,0.0497816593886463,0.518518518518518,"West Virginia University School of Dentistry",2014
"652","WV",1333,70,48,33,0.0360090022505626,0.471428571428571,"West Virginia University School of Dentistry",2015
"671","WV",1432,76,48,43,0.0335195530726257,0.565789473684211,"West Virginia University School of Dentistry",2016
"672","WV",1354,71,48,37,0.0354505169867061,0.52112676056338,"West Virginia University School of Dentistry",2017
"673","WV",998,49,47,21,0.0470941883767535,0.428571428571429,"West Virginia University School of Dentistry",2018
"674","WV",960,64,47,29,0.0489583333333333,0.453125,"West Virginia University School of Dentistry",2019
"675","WV",962,53,48,34,0.0498960498960499,0.641509433962264,"West Virginia University School of Dentistry",2020
"681","WV",853,44,48,27,0.0562719812426729,0.613636363636364,"West Virginia University School of Dentistry",2021
