"","area","st","occ_code","occ_title","tot_emp","h_mean","a_mean","h_median","a_median","year","State","Est_Population"
"4004","48","TX",2021,"dental hygienists",12980,34.77,72320,34.95,72700,2015,"Texas",27468531
"4005","49","UT",1021,"dentists, general",1100,58.34,121340,51.66,107450,2015,"Utah",2983626
"4006","49","UT",1062,"family and general practitioners",1380,98.91,205720,NA,NA,2015,"Utah",2983626
"4007","49","UT",1069,"physicians and surgeons, all other",1520,98.47,204810,NA,NA,2015,"Utah",2983626
"4008","49","UT",1141,"registered nurses",19930,29.33,61000,28.69,59670,2015,"Utah",2983626
"4009","49","UT",2021,"dental hygienists",2490,34.04,70800,34.21,71150,2015,"Utah",2983626
"4010","50","VT",1021,"dentists, general",180,87,180970,79.96,166320,2015,"Vermont",625810
"4011","50","VT",1062,"family and general practitioners",330,79.67,165710,72.19,150160,2015,"Vermont",625810
"4012","50","VT",1069,"physicians and surgeons, all other",640,102.06,212280,NA,NA,2015,"Vermont",625810
"4013","50","VT",1141,"registered nurses",6360,31.65,65840,30.18,62770,2015,"Vermont",625810
"4014","50","VT",2021,"dental hygienists",620,30.84,64140,31.86,66260,2015,"Vermont",625810
"4015","51","VA",1021,"dentists, general",2860,75.02,156040,61.53,127980,2015,"Virginia",8367303
"4016","51","VA",1062,"family and general practitioners",3580,88.66,184420,81.07,168630,2015,"Virginia",8367303
"4017","51","VA",1069,"physicians and surgeons, all other",7450,100.3,208620,NA,NA,2015,"Virginia",8367303
"4018","51","VA",1141,"registered nurses",63340,31.41,65340,30.6,63640,2015,"Virginia",8367303
"4019","51","VA",2021,"dental hygienists",4480,38.67,80430,38.83,80770,2015,"Virginia",8367303
"4020","53","WA",1021,"dentists, general",2110,87.97,182990,78.1,162450,2015,"Washington",7167287
"4021","53","WA",1062,"family and general practitioners",1890,99.16,206250,NA,NA,2015,"Washington",7167287
"4022","53","WA",1069,"physicians and surgeons, all other",4630,106.76,222060,NA,NA,2015,"Washington",7167287
"4023","53","WA",1141,"registered nurses",52880,37.56,78130,37.03,77020,2015,"Washington",7167287
"4024","53","WA",2021,"dental hygienists",6020,42.73,88870,43.67,90830,2015,"Washington",7167287
"4025","54","WV",1021,"dentists, general",420,78.66,163610,66.57,138460,2015,"West Virginia",1843332
"4026","54","WV",1062,"family and general practitioners",240,79.05,164420,79.29,164920,2015,"West Virginia",1843332
"4027","54","WV",1069,"physicians and surgeons, all other",2780,101.98,212130,NA,NA,2015,"West Virginia",1843332
"4028","54","WV",1141,"registered nurses",20020,27.89,58010,27.26,56710,2015,"West Virginia",1843332
"4029","54","WV",2021,"dental hygienists",1030,26.16,54410,26.37,54860,2015,"West Virginia",1843332
"4030","55","WI",1021,"dentists, general",2010,97.87,203570,NA,NA,2015,"Wisconsin",5762927
"4031","55","WI",1062,"family and general practitioners",3450,105.04,218480,NA,NA,2015,"Wisconsin",5762927
"4032","55","WI",1069,"physicians and surgeons, all other",5420,108.55,225790,NA,NA,2015,"Wisconsin",5762927
"4033","55","WI",1141,"registered nurses",55460,31.94,66440,31.32,65150,2015,"Wisconsin",5762927
"4034","55","WI",2021,"dental hygienists",4980,30.67,63800,30.78,64030,2015,"Wisconsin",5762927
"4035","56","WY",1021,"dentists, general",250,82.38,171340,78.92,164160,2015,"Wyoming",586389
"4036","56","WY",1062,"family and general practitioners",260,96.28,200260,NA,NA,2015,"Wyoming",586389
"4037","56","WY",1069,"physicians and surgeons, all other",360,116.25,241800,NA,NA,2015,"Wyoming",586389
"4038","56","WY",1141,"registered nurses",4910,29.84,62080,29.22,60780,2015,"Wyoming",586389
"4039","56","WY",2021,"dental hygienists",510,33.39,69450,33.44,69550,2015,"Wyoming",586389
"4040","01","AL",1021,"dentists, general",1130,88.21,183480,83.73,174170,2016,"Alabama",4866824
"4041","01","AL",1062,"family and general practitioners",590,91.17,189640,85.88,178620,2016,"Alabama",4866824
"4042","01","AL",1069,"physicians and surgeons, all other",5350,116.77,242890,NA,NA,2016,"Alabama",4866824
"4043","01","AL",1141,"registered nurses",47440,27.36,56900,26.68,55500,2016,"Alabama",4866824
"4044","01","AL",2021,"dental hygienists",3380,21.52,44760,21.82,45380,2016,"Alabama",4866824
"4045","02","AK",1021,"dentists, general",270,112.61,234240,NA,NA,2016,"Alaska",742575
"4046","02","AK",1062,"family and general practitioners",610,111.81,232560,NA,NA,2016,"Alaska",742575
"4047","02","AK",1069,"physicians and surgeons, all other",350,114.78,238740,NA,NA,2016,"Alaska",742575
"4048","02","AK",1141,"registered nurses",5570,41.56,86450,41.01,85300,2016,"Alaska",742575
"4049","02","AK",2021,"dental hygienists",480,49.47,102890,51.22,106530,2016,"Alaska",742575
"4050","04","AZ",1021,"dentists, general",2480,81.11,168710,83.45,173570,2016,"Arizona",6944767
"4051","04","AZ",1062,"family and general practitioners",2860,82.95,172530,70.23,146080,2016,"Arizona",6944767
"4052","04","AZ",1069,"physicians and surgeons, all other",5030,102.26,212690,98.92,205760,2016,"Arizona",6944767
"4053","04","AZ",1141,"registered nurses",52610,35.31,73430,34.94,72680,2016,"Arizona",6944767
"4054","04","AZ",2021,"dental hygienists",2410,40.45,84130,42.47,88340,2016,"Arizona",6944767
"4055","05","AR",1021,"dentists, general",700,89.03,185170,79.82,166020,2016,"Arkansas",2991815
"4056","05","AR",1062,"family and general practitioners",1360,102.16,212480,98.71,205320,2016,"Arkansas",2991815
"4057","05","AR",1069,"physicians and surgeons, all other",2560,87.44,181880,91.52,190350,2016,"Arkansas",2991815
"4058","05","AR",1141,"registered nurses",23380,27.71,57630,27.26,56700,2016,"Arkansas",2991815
"4059","05","AR",2021,"dental hygienists",1430,31.47,65450,32.29,67160,2016,"Arkansas",2991815
"4060","06","CA",1021,"dentists, general",14950,79.01,164330,69.9,145400,2016,"California",39149186
"4061","06","CA",1062,"family and general practitioners",14360,95.2,198010,91.16,189620,2016,"California",39149186
"4062","06","CA",1069,"physicians and surgeons, all other",25300,97.01,201790,NA,NA,2016,"California",39149186
"4063","06","CA",1141,"registered nurses",274650,48.92,101750,48.3,100460,2016,"California",39149186
"4064","06","CA",2021,"dental hygienists",21490,45.5,94640,46.3,96310,2016,"California",39149186
"4065","08","CO",1021,"dentists, general",2020,84.23,175210,74.95,155900,2016,"Colorado",5543844
"4066","08","CO",1062,"family and general practitioners",3810,104.44,217230,98.32,204510,2016,"Colorado",5543844
"4067","08","CO",1069,"physicians and surgeons, all other",2530,115.17,239540,NA,NA,2016,"Colorado",5543844
"4068","08","CO",1141,"registered nurses",47590,33.92,70550,33.05,68750,2016,"Colorado",5543844
"4069","08","CO",2021,"dental hygienists",4580,38.54,80150,39.66,82500,2016,"Colorado",5543844
"4070","09","CT",1021,"dentists, general",1140,98.71,205310,90.84,188950,2016,"Connecticut",3579830
"4071","09","CT",1062,"family and general practitioners",1190,91.48,190280,86.38,179660,2016,"Connecticut",3579830
"4072","09","CT",1069,"physicians and surgeons, all other",5320,97.4,202590,96.24,200180,2016,"Connecticut",3579830
"4073","09","CT",1141,"registered nurses",32930,37.63,78270,37.33,77650,2016,"Connecticut",3579830
"4074","09","CT",2021,"dental hygienists",3810,39.87,82920,40.39,84000,2016,"Connecticut",3579830
"4075","10","DE",1021,"dentists, general",340,113.53,236130,NA,NA,2016,"Delaware",949989
"4076","10","DE",1062,"family and general practitioners",530,86.46,179840,85.71,178290,2016,"Delaware",949989
"4077","10","DE",1069,"physicians and surgeons, all other",1530,105.62,219690,NA,NA,2016,"Delaware",949989
"4078","10","DE",1141,"registered nurses",11320,34.05,70820,33.32,69310,2016,"Delaware",949989
"4079","10","DE",2021,"dental hygienists",640,34.85,72480,35.02,72840,2016,"Delaware",949989
"4080","11","DC",1021,"dentists, general",260,54.76,113910,50.39,104800,2016,"District of Columbia",687576
"4081","11","DC",1062,"family and general practitioners",720,92.09,191540,86.57,180060,2016,"District of Columbia",687576
"4082","11","DC",1069,"physicians and surgeons, all other",2150,84.02,174760,82.86,172340,2016,"District of Columbia",687576
"4083","11","DC",1141,"registered nurses",10320,38.7,80500,38.47,80010,2016,"District of Columbia",687576
"4084","11","DC",2021,"dental hygienists",390,NA,NA,NA,NA,2016,"District of Columbia",687576
"4085","12","FL",1021,"dentists, general",5900,79.89,166180,66.52,138360,2016,"Florida",20627237
"4086","12","FL",1062,"family and general practitioners",10030,97.79,203410,92.77,192960,2016,"Florida",20627237
"4087","12","FL",1069,"physicians and surgeons, all other",19770,105.29,219010,NA,NA,2016,"Florida",20627237
"4088","12","FL",1141,"registered nurses",174710,31.07,64630,30.15,62720,2016,"Florida",20627237
"4089","12","FL",2021,"dental hygienists",11010,30.28,62990,31.19,64870,2016,"Florida",20627237
"4090","13","GA",1021,"dentists, general",2530,83.58,173850,64.72,134610,2016,"Georgia",10308442
"4091","13","GA",1062,"family and general practitioners",3670,101.5,211110,97.36,202510,2016,"Georgia",10308442
"4092","13","GA",1069,"physicians and surgeons, all other",9460,106.43,221370,NA,NA,2016,"Georgia",10308442
"4093","13","GA",1141,"registered nurses",73330,31.13,64750,30.93,64340,2016,"Georgia",10308442
"4094","13","GA",2021,"dental hygienists",5980,31.39,65300,32.35,67290,2016,"Georgia",10308442
"4095","15","HI",1021,"dentists, general",550,86.5,179920,62.66,130330,2016,"Hawaii",1428885
"4096","15","HI",1062,"family and general practitioners",440,103.33,214930,98.41,204700,2016,"Hawaii",1428885
"4097","15","HI",1069,"physicians and surgeons, all other",1120,116.15,241600,NA,NA,2016,"Hawaii",1428885
"4098","15","HI",1141,"registered nurses",11300,42.75,88910,43.76,91020,2016,"Hawaii",1428885
"4099","15","HI",2021,"dental hygienists",910,35.86,74590,35.57,73970,2016,"Hawaii",1428885
"4100","16","ID",1021,"dentists, general",370,91.95,191250,79.04,164400,2016,"Idaho",1684036
"4101","16","ID",1062,"family and general practitioners",810,90.83,188930,82.65,171910,2016,"Idaho",1684036
"4102","16","ID",1069,"physicians and surgeons, all other",960,105.54,219520,NA,NA,2016,"Idaho",1684036
"4103","16","ID",1141,"registered nurses",12330,30.04,62470,29.9,62190,2016,"Idaho",1684036
"4104","16","ID",2021,"dental hygienists",1510,35.4,73630,35.65,74150,2016,"Idaho",1684036
"4105","17","IL",1021,"dentists, general",4540,75.07,156150,61.4,127710,2016,"Illinois",12821709
"4106","17","IL",1062,"family and general practitioners",6530,105.43,219280,NA,NA,2016,"Illinois",12821709
"4107","17","IL",1069,"physicians and surgeons, all other",12160,93.27,194010,94.7,196980,2016,"Illinois",12821709
"4108","17","IL",1141,"registered nurses",121670,34.08,70890,33.03,68710,2016,"Illinois",12821709
"4109","17","IL",2021,"dental hygienists",8250,35.24,73290,35.48,73800,2016,"Illinois",12821709
"4110","18","IN",1021,"dentists, general",1970,78.07,162390,67.59,140590,2016,"Indiana",6637898
"4111","18","IN",1062,"family and general practitioners",2140,88.78,184650,85.14,177090,2016,"Indiana",6637898
"4112","18","IN",1069,"physicians and surgeons, all other",8990,110.15,229120,NA,NA,2016,"Indiana",6637898
"4113","18","IN",1141,"registered nurses",63870,28.87,60050,28.27,58810,2016,"Indiana",6637898
"4114","18","IN",2021,"dental hygienists",5010,32.32,67230,33.35,69360,2016,"Indiana",6637898
"4115","19","IA",1021,"dentists, general",1040,88.9,184910,81.31,169120,2016,"Iowa",3133210
"4116","19","IA",1062,"family and general practitioners",1830,117.1,243580,NA,NA,2016,"Iowa",3133210
"4117","19","IA",1069,"physicians and surgeons, all other",2600,110.09,228980,NA,NA,2016,"Iowa",3133210
"4118","19","IA",1141,"registered nurses",32370,27.06,56290,26.59,55310,2016,"Iowa",3133210
"4119","19","IA",2021,"dental hygienists",2470,33.16,68970,33.77,70240,2016,"Iowa",3133210
"4120","20","KS",1021,"dentists, general",1050,85.28,177380,72.45,150700,2016,"Kansas",2912977
"4121","20","KS",1062,"family and general practitioners",890,107.73,224070,NA,NA,2016,"Kansas",2912977
"4122","20","KS",1069,"physicians and surgeons, all other",4170,99.29,206530,99.59,207140,2016,"Kansas",2912977
"4123","20","KS",1141,"registered nurses",27130,28.01,58260,27.5,57200,2016,"Kansas",2912977
"4124","20","KS",2021,"dental hygienists",2380,31.6,65730,31.38,65260,2016,"Kansas",2912977
"4125","21","KY",1021,"dentists, general",840,84.97,176730,73.16,152160,2016,"Kentucky",4440306
"4126","21","KY",1062,"family and general practitioners",1340,102.23,212640,93.7,194890,2016,"Kentucky",4440306
"4127","21","KY",1069,"physicians and surgeons, all other",3550,84.77,176330,86.39,179690,2016,"Kentucky",4440306
"4128","21","KY",1141,"registered nurses",45500,28.76,59810,28.33,58930,2016,"Kentucky",4440306
"4129","21","KY",2021,"dental hygienists",2230,28.2,58650,27.98,58190,2016,"Kentucky",4440306
"4130","22","LA",1021,"dentists, general",870,60.59,126030,44.43,92420,2016,"Louisiana",4681346
"4131","22","LA",1062,"family and general practitioners",1190,106.33,221180,98.89,205690,2016,"Louisiana",4681346
"4132","22","LA",1069,"physicians and surgeons, all other",3560,102.37,212920,96.39,200490,2016,"Louisiana",4681346
"4133","22","LA",1141,"registered nurses",44780,30.47,63370,29.24,60820,2016,"Louisiana",4681346
"4134","22","LA",2021,"dental hygienists",2000,26.49,55110,25.27,52560,2016,"Louisiana",4681346
"4135","23","ME",1021,"dentists, general",370,91.92,191200,83.71,174120,2016,"Maine",1332348
"4136","23","ME",1062,"family and general practitioners",610,92.26,191910,82.7,172020,2016,"Maine",1332348
"4137","23","ME",1069,"physicians and surgeons, all other",2040,118.78,247060,NA,NA,2016,"Maine",1332348
"4138","23","ME",1141,"registered nurses",14190,30.67,63800,29.76,61890,2016,"Maine",1332348
"4139","23","ME",2021,"dental hygienists",1230,29.82,62040,29.13,60600,2016,"Maine",1332348
"4140","24","MD",1021,"dentists, general",2390,79.4,165140,69.83,145240,2016,"Maryland",6007014
"4141","24","MD",1062,"family and general practitioners",2460,88.52,184130,83.47,173620,2016,"Maryland",6007014
"4142","24","MD",1069,"physicians and surgeons, all other",10090,91.63,190600,86.13,179150,2016,"Maryland",6007014
"4143","24","MD",1141,"registered nurses",53330,35.92,74710,35.31,73440,2016,"Maryland",6007014
"4144","24","MD",2021,"dental hygienists",3560,39.78,82750,41.51,86350,2016,"Maryland",6007014
"4145","25","MA",1021,"dentists, general",3210,90.39,188020,78.19,162630,2016,"Massachusetts",6827280
"4146","25","MA",1062,"family and general practitioners",3020,101.81,211760,95.16,197940,2016,"Massachusetts",6827280
"4147","25","MA",1069,"physicians and surgeons, all other",11270,88.67,184430,90.47,188170,2016,"Massachusetts",6827280
"4148","25","MA",1141,"registered nurses",85140,42.82,89060,40.58,84410,2016,"Massachusetts",6827280
"4149","25","MA",2021,"dental hygienists",5920,38.97,81050,39.84,82870,2016,"Massachusetts",6827280
"4150","26","MI",1021,"dentists, general",4000,82.82,172270,81.11,168700,2016,"Michigan",9954117
"4151","26","MI",1062,"family and general practitioners",4520,84.13,174980,82.96,172560,2016,"Michigan",9954117
"4152","26","MI",1069,"physicians and surgeons, all other",13520,92.15,191670,89.55,186250,2016,"Michigan",9954117
"4153","26","MI",1141,"registered nurses",92670,33.22,69100,32.43,67450,2016,"Michigan",9954117
"4154","26","MI",2021,"dental hygienists",9880,29.54,61450,29.42,61190,2016,"Michigan",9954117
"4155","27","MN",1021,"dentists, general",1700,98.95,205810,87.28,181540,2016,"Minnesota",5525360
"4156","27","MN",1062,"family and general practitioners",2900,96.9,201560,90.58,188410,2016,"Minnesota",5525360
"4157","27","MN",1069,"physicians and surgeons, all other",3980,121.85,253440,NA,NA,2016,"Minnesota",5525360
"4158","27","MN",1141,"registered nurses",61830,35.55,73940,35.8,74460,2016,"Minnesota",5525360
"4159","27","MN",2021,"dental hygienists",4800,34.29,71330,34.75,72270,2016,"Minnesota",5525360
"4160","28","MS",1021,"dentists, general",770,82.98,172600,71.52,148760,2016,"Mississippi",2990595
"4161","28","MS",1062,"family and general practitioners",800,108.96,226640,NA,NA,2016,"Mississippi",2990595
"4162","28","MS",1069,"physicians and surgeons, all other",1920,88.12,183280,96.74,201220,2016,"Mississippi",2990595
"4163","28","MS",1141,"registered nurses",28590,27.41,57010,26.86,55870,2016,"Mississippi",2990595
"4164","28","MS",2021,"dental hygienists",1250,27.86,57960,27.94,58110,2016,"Mississippi",2990595
"4165","29","MO",1021,"dentists, general",1680,83.04,172720,68.75,143010,2016,"Missouri",6091384
"4166","29","MO",1062,"family and general practitioners",5030,81.95,170460,82.02,170600,2016,"Missouri",6091384
"4167","29","MO",1069,"physicians and surgeons, all other",4320,99.07,206070,NA,NA,2016,"Missouri",6091384
"4168","29","MO",1141,"registered nurses",67920,29.25,60830,28.28,58820,2016,"Missouri",6091384
"4169","29","MO",2021,"dental hygienists",3110,33.17,68990,33.84,70390,2016,"Missouri",6091384
"4170","30","MT",1021,"dentists, general",390,84.64,176050,68.86,143220,2016,"Montana",1042137
"4171","30","MT",1062,"family and general practitioners",400,94.52,196600,89.91,187000,2016,"Montana",1042137
"4172","30","MT",1069,"physicians and surgeons, all other",1110,116.35,242010,NA,NA,2016,"Montana",1042137
"4173","30","MT",1141,"registered nurses",9800,30.91,64300,29.98,62360,2016,"Montana",1042137
"4174","30","MT",2021,"dental hygienists",770,33.52,69730,34.29,71310,2016,"Montana",1042137
"4175","31","NE",1021,"dentists, general",620,76.33,158770,66.96,139280,2016,"Nebraska",1906483
"4176","31","NE",1062,"family and general practitioners",1350,108.91,226520,NA,NA,2016,"Nebraska",1906483
"4177","31","NE",1069,"physicians and surgeons, all other",1680,78.72,163730,49.01,101950,2016,"Nebraska",1906483
"4178","31","NE",1141,"registered nurses",21240,29.02,60370,28.45,59180,2016,"Nebraska",1906483
"4179","31","NE",2021,"dental hygienists",1240,31.97,66490,32.55,67700,2016,"Nebraska",1906483
"4180","32","NV",1021,"dentists, general",910,101.29,210690,94.43,196410,2016,"Nevada",2919555
"4181","32","NV",1062,"family and general practitioners",830,88.08,183200,85.64,178130,2016,"Nevada",2919555
"4182","32","NV",1069,"physicians and surgeons, all other",1630,109.18,227080,NA,NA,2016,"Nevada",2919555
"4183","32","NV",1141,"registered nurses",20250,40.28,83790,40.36,83940,2016,"Nevada",2919555
"4184","32","NV",2021,"dental hygienists",1920,41.61,86550,43.11,89680,2016,"Nevada",2919555
"4185","33","NH",1021,"dentists, general",490,106,220480,96.63,200990,2016,"New Hampshire",1343694
"4186","33","NH",1062,"family and general practitioners",770,113.86,236830,NA,NA,2016,"New Hampshire",1343694
"4187","33","NH",1069,"physicians and surgeons, all other",1820,131.16,272820,NA,NA,2016,"New Hampshire",1343694
"4188","33","NH",1141,"registered nurses",13260,33.02,68680,32.07,66700,2016,"New Hampshire",1343694
"4189","33","NH",2021,"dental hygienists",1250,36.95,76860,36.68,76300,2016,"New Hampshire",1343694
"4190","34","NJ",1021,"dentists, general",3190,72.96,151750,63.87,132850,2016,"New Jersey",8873584
"4191","34","NJ",1062,"family and general practitioners",2130,88.18,183410,74.75,155470,2016,"New Jersey",8873584
"4192","34","NJ",1069,"physicians and surgeons, all other",13670,93.82,195150,93.82,195160,2016,"New Jersey",8873584
"4193","34","NJ",1141,"registered nurses",79400,38.74,80580,38.36,79790,2016,"New Jersey",8873584
"4194","34","NJ",2021,"dental hygienists",5790,40.47,84180,41.88,87110,2016,"New Jersey",8873584
"4195","35","NM",1021,"dentists, general",780,80.6,167650,70.82,147310,2016,"New Mexico",2092555
"4196","35","NM",1062,"family and general practitioners",810,83.9,174500,75.5,157030,2016,"New Mexico",2092555
"4197","35","NM",1069,"physicians and surgeons, all other",1700,112.34,233660,NA,NA,2016,"New Mexico",2092555
"4198","35","NM",1141,"registered nurses",16200,33.02,68670,32.49,67580,2016,"New Mexico",2092555
"4199","35","NM",2021,"dental hygienists",1190,43.79,91080,40.9,85060,2016,"New Mexico",2092555
"4200","36","NY",1021,"dentists, general",7710,81.88,170300,70.67,147000,2016,"New York",19636391
"4201","36","NY",1062,"family and general practitioners",2110,88.48,184050,80.49,167410,2016,"New York",19636391
"4202","36","NY",1069,"physicians and surgeons, all other",44870,85.26,177330,79.81,166010,2016,"New York",19636391
"4203","36","NY",1141,"registered nurses",180730,38.86,80830,38.65,80380,2016,"New York",19636391
"4204","36","NY",2021,"dental hygienists",10750,36.47,75860,36.25,75390,2016,"New York",19636391
"4205","37","NC",1021,"dentists, general",3190,113.47,236020,NA,NA,2016,"North Carolina",10161802
"4206","37","NC",1062,"family and general practitioners",3450,98.4,204670,90.49,188230,2016,"North Carolina",10161802
"4207","37","NC",1069,"physicians and surgeons, all other",10740,102.47,213140,NA,NA,2016,"North Carolina",10161802
"4208","37","NC",1141,"registered nurses",99050,29.49,61330,28.65,59590,2016,"North Carolina",10161802
"4209","37","NC",2021,"dental hygienists",6200,32.55,67700,33.06,68760,2016,"North Carolina",10161802
"4210","38","ND",1021,"dentists, general",210,97.23,202240,93.51,194510,2016,"North Dakota",756114
"4211","38","ND",1062,"family and general practitioners",340,99.49,206930,97.92,203660,2016,"North Dakota",756114
"4212","38","ND",1069,"physicians and surgeons, all other",400,117.57,244550,NA,NA,2016,"North Dakota",756114
"4213","38","ND",1141,"registered nurses",8710,29.25,60840,28.77,59840,2016,"North Dakota",756114
"4214","38","ND",2021,"dental hygienists",690,31.49,65500,30.6,63650,2016,"North Dakota",756114
"4215","39","OH",1021,"dentists, general",3220,93,193430,84.26,175270,2016,"Ohio",11640060
"4216","39","OH",1062,"family and general practitioners",4180,96.18,200060,90.42,188080,2016,"Ohio",11640060
"4217","39","OH",1069,"physicians and surgeons, all other",14550,100.21,208440,NA,NA,2016,"Ohio",11640060
"4218","39","OH",1141,"registered nurses",128030,30.75,63960,29.95,62310,2016,"Ohio",11640060
"4219","39","OH",2021,"dental hygienists",7870,32.54,67670,32.96,68550,2016,"Ohio",11640060
"4220","40","OK",1021,"dentists, general",1270,81.16,168820,65.78,136830,2016,"Oklahoma",3928143
"4221","40","OK",1062,"family and general practitioners",4060,74.72,155420,65.86,136980,2016,"Oklahoma",3928143
"4222","40","OK",1069,"physicians and surgeons, all other",2670,110.6,230060,NA,NA,2016,"Oklahoma",3928143
"4223","40","OK",1141,"registered nurses",27660,29.15,60630,28.49,59270,2016,"Oklahoma",3928143
"4224","40","OK",2021,"dental hygienists",2020,33.84,70390,35.63,74110,2016,"Oklahoma",3928143
"4225","41","OR",1021,"dentists, general",1430,92.44,192280,87.69,182390,2016,"Oregon",4093271
"4226","41","OR",1062,"family and general practitioners",1000,90,187200,85.89,178640,2016,"Oregon",4093271
"4227","41","OR",1069,"physicians and surgeons, all other",5570,93.36,194180,96.98,201710,2016,"Oregon",4093271
"4228","41","OR",1141,"registered nurses",35220,41.83,87000,42.32,88010,2016,"Oregon",4093271
"4229","41","OR",2021,"dental hygienists",3870,37.85,78720,37.64,78300,2016,"Oregon",4093271
"4230","42","PA",1021,"dentists, general",4250,67.47,140340,56.96,118470,2016,"Pennsylvania",12788468
"4231","42","PA",1062,"family and general practitioners",4510,102.56,213320,95.12,197860,2016,"Pennsylvania",12788468
"4232","42","PA",1069,"physicians and surgeons, all other",18440,94.83,197250,94.09,195700,2016,"Pennsylvania",12788468
"4233","42","PA",1141,"registered nurses",139480,33.06,68770,32.05,66660,2016,"Pennsylvania",12788468
"4234","42","PA",2021,"dental hygienists",9740,30.94,64360,30.3,63030,2016,"Pennsylvania",12788468
"4235","44","RI",1021,"dentists, general",280,77.92,162070,73.45,152780,2016,"Rhode Island",1057816
"4236","44","RI",1062,"family and general practitioners",210,80.88,168220,71.94,149640,2016,"Rhode Island",1057816
"4237","44","RI",1069,"physicians and surgeons, all other",2020,100.53,209100,97.76,203340,2016,"Rhode Island",1057816
"4238","44","RI",1141,"registered nurses",12150,36.15,75200,35.73,74320,2016,"Rhode Island",1057816
"4239","44","RI",2021,"dental hygienists",1070,35.75,74350,35.66,74160,2016,"Rhode Island",1057816
"4240","45","SC",1021,"dentists, general",1450,92.08,191520,76.93,160020,2016,"South Carolina",4963031
"4241","45","SC",1062,"family and general practitioners",3210,108.39,225440,NA,NA,2016,"South Carolina",4963031
"4242","45","SC",1069,"physicians and surgeons, all other",3020,90.44,188110,93.77,195040,2016,"South Carolina",4963031
"4243","45","SC",1141,"registered nurses",41800,30.51,63470,29.32,60980,2016,"South Carolina",4963031
"4244","45","SC",2021,"dental hygienists",2720,28.71,59720,27.71,57630,2016,"South Carolina",4963031
"4245","46","SD",1021,"dentists, general",350,77.15,160480,68.45,142380,2016,"South Dakota",863693
"4246","46","SD",1062,"family and general practitioners",430,106.58,221690,98.81,205530,2016,"South Dakota",863693
"4247","46","SD",1069,"physicians and surgeons, all other",410,119.36,248270,NA,NA,2016,"South Dakota",863693
"4248","46","SD",1141,"registered nurses",12130,26.89,55920,26.14,54380,2016,"South Dakota",863693
"4249","46","SD",2021,"dental hygienists",620,27.65,57510,27.59,57390,2016,"South Dakota",863693
"4250","47","TN",1021,"dentists, general",1040,90.14,187500,81.82,170180,2016,"Tennessee",6651277
"4251","47","TN",1062,"family and general practitioners",1270,93.56,194610,88.79,184680,2016,"Tennessee",6651277
"4252","47","TN",1069,"physicians and surgeons, all other",6220,118.92,247360,NA,NA,2016,"Tennessee",6651277
"4253","47","TN",1141,"registered nurses",60080,28.08,58410,27.69,57590,2016,"Tennessee",6651277
"4254","47","TN",2021,"dental hygienists",4000,31.44,65390,31.89,66320,2016,"Tennessee",6651277
"4255","48","TX",1021,"dentists, general",8420,82.62,171850,76.75,159640,2016,"Texas",27914064
"4256","48","TX",1062,"family and general practitioners",6450,97.77,203370,93.25,193950,2016,"Texas",27914064
"4257","48","TX",1069,"physicians and surgeons, all other",18860,99.88,207750,NA,NA,2016,"Texas",27914064
"4258","48","TX",1141,"registered nurses",207810,33.84,70390,33.02,68680,2016,"Texas",27914064
"4259","48","TX",2021,"dental hygienists",12500,35.09,72980,35.34,73500,2016,"Texas",27914064
"4260","49","UT",1021,"dentists, general",1130,61.29,127480,50.84,105740,2016,"Utah",3044241
"4261","49","UT",1062,"family and general practitioners",1660,101.29,210680,96.58,200880,2016,"Utah",3044241
"4262","49","UT",1069,"physicians and surgeons, all other",1850,107.82,224260,NA,NA,2016,"Utah",3044241
"4263","49","UT",1141,"registered nurses",21470,29.98,62360,29.23,60810,2016,"Utah",3044241
"4264","49","UT",2021,"dental hygienists",2650,32.97,68570,34.17,71070,2016,"Utah",3044241
"4265","50","VT",1021,"dentists, general",170,89.21,185560,82.64,171890,2016,"Vermont",624366
"4266","50","VT",1062,"family and general practitioners",310,94.12,195770,85.34,177520,2016,"Vermont",624366
"4267","50","VT",1069,"physicians and surgeons, all other",1010,98.64,205180,NA,NA,2016,"Vermont",624366
"4268","50","VT",1141,"registered nurses",5850,32.59,67780,31.36,65230,2016,"Vermont",624366
"4269","50","VT",2021,"dental hygienists",740,31.33,65160,32.07,66700,2016,"Vermont",624366
"4270","51","VA",1021,"dentists, general",2950,85.4,177640,71.68,149090,2016,"Virginia",8417651
"4271","51","VA",1062,"family and general practitioners",4260,95.55,198750,86.75,180440,2016,"Virginia",8417651
"4272","51","VA",1069,"physicians and surgeons, all other",7360,107.87,224380,NA,NA,2016,"Virginia",8417651
"4273","51","VA",1141,"registered nurses",63820,32.05,66670,31,64470,2016,"Virginia",8417651
"4274","51","VA",2021,"dental hygienists",4970,39.76,82690,39.04,81210,2016,"Virginia",8417651
"4275","53","WA",1021,"dentists, general",2290,88.55,184190,79.53,165420,2016,"Washington",7299961
"4276","53","WA",1062,"family and general practitioners",1620,105.48,219400,NA,NA,2016,"Washington",7299961
"4277","53","WA",1069,"physicians and surgeons, all other",6480,110.03,228860,NA,NA,2016,"Washington",7299961
"4278","53","WA",1141,"registered nurses",55350,38.52,80120,37.71,78440,2016,"Washington",7299961
