"","st","job_type","occ_code","tot_employment","annual_mean_income","year","State","Est_Population"
"4464","TX","Dental Hygienists",2021,13400,71980,2014,"Texas",26963092
"4465","TX","Dentists, All",1020,8630,192475.318655852,2014,"Texas",26963092
"4466","TX","Nurses",1141,190170,68590,2014,"Texas",26963092
"4467","TX","Physicians and Surgeons, All",1060,39960,200516.358858859,2014,"Texas",26963092
"4468","UT","Dental Hygienists",2021,2420,68610,2014,"Utah",2938327
"4469","UT","Dentists, All",1020,1240,112990,2014,"Utah",2938327
"4470","UT","Nurses",1141,19550,61100,2014,"Utah",2938327
"4471","UT","Physicians and Surgeons, All",1060,4210,NA,2014,"Utah",2938327
"4472","VA","Dental Hygienists",2021,4290,79380,2014,"Virginia",8315430
"4473","VA","Dentists, All",1020,3260,165892.82208589,2014,"Virginia",8315430
"4474","VA","Nurses",1141,62700,63880,2014,"Virginia",8315430
"4475","VA","Physicians and Surgeons, All",1060,16000,197043.7375,2014,"Virginia",8315430
"4476","VT","Dental Hygienists",2021,590,62160,2014,"Vermont",625693
"4477","VT","Dentists, All",1020,170,204760,2014,"Vermont",625693
"4478","VT","Nurses",1141,6540,64320,2014,"Vermont",625693
"4479","VT","Physicians and Surgeons, All",1060,1660,166656.385542169,2014,"Vermont",625693
"4480","WA","Dental Hygienists",2021,5780,91370,2014,"Washington",7057531
"4481","WA","Dentists, All",1020,2380,177534.411764706,2014,"Washington",7057531
"4482","WA","Nurses",1141,51600,78540,2014,"Washington",7057531
"4483","WA","Physicians and Surgeons, All",1060,9690,211536.718266254,2014,"Washington",7057531
"4484","WI","Dental Hygienists",2021,4940,62450,2014,"Wisconsin",5753199
"4485","WI","Dentists, All",1020,2150,NA,2014,"Wisconsin",5753199
"4486","WI","Nurses",1141,57270,65590,2014,"Wisconsin",5753199
"4487","WI","Physicians and Surgeons, All",1060,9660,NA,2014,"Wisconsin",5753199
"4488","WV","Dental Hygienists",2021,1070,54680,2014,"West Virginia",1850569
"4489","WV","Dentists, All",1020,390,169590,2014,"West Virginia",1850569
"4490","WV","Nurses",1141,19120,56390,2014,"West Virginia",1850569
"4491","WV","Physicians and Surgeons, All",1060,3690,NA,2014,"West Virginia",1850569
"4492","WY","Dental Hygienists",2021,460,67950,2014,"Wyoming",583159
"4493","WY","Dentists, All",1020,240,183490,2014,"Wyoming",583159
"4494","WY","Nurses",1141,4850,60790,2014,"Wyoming",583159
"4495","WY","Physicians and Surgeons, All",1060,990,NA,2014,"Wyoming",583159
"4496","AK","Dentists, General",1021,210,205880,2014,"Alaska",737075
"4497","AK","Physicians and Surgeons, Family Practitioner",1062,510,228340,2014,"Alaska",737075
"4498","AL","Dentists, General",1021,950,173220,2014,"Alabama",4843737
"4499","AL","Physicians and Surgeons, Family Practitioner",1062,570,186640,2014,"Alabama",4843737
"4500","AR","Dentists, General",1021,790,160520,2014,"Arkansas",2968759
"4501","AR","Physicians and Surgeons, Family Practitioner",1062,1400,202110,2014,"Arkansas",2968759
"4502","AZ","Dentists, General",1021,2240,141890,2014,"Arizona",6732873
"4503","AZ","Physicians and Surgeons, Family Practitioner",1062,2990,171980,2014,"Arizona",6732873
"4504","CA","Dentists, General",1021,12080,155270,2014,"California",38586706
"4505","CA","Physicians and Surgeons, Family Practitioner",1062,17320,198160,2014,"California",38586706
"4506","CO","Dentists, General",1021,2120,158050,2014,"Colorado",5352637
"4507","CO","Physicians and Surgeons, Family Practitioner",1062,2700,186690,2014,"Colorado",5352637
"4508","CT","Dentists, General",1021,1250,183460,2014,"Connecticut",3595697
"4509","CT","Physicians and Surgeons, Family Practitioner",1062,1300,177910,2014,"Connecticut",3595697
"4510","DC","Dentists, General",1021,240,NA,2014,"District of Columbia",663603
"4511","DC","Physicians and Surgeons, Family Practitioner",1062,940,192590,2014,"District of Columbia",663603
"4512","DE","Dentists, General",1021,290,224830,2014,"Delaware",933131
"4513","DE","Physicians and Surgeons, Family Practitioner",1062,550,156980,2014,"Delaware",933131
"4514","FL","Dentists, General",1021,5670,163570,2014,"Florida",19853880
"4515","FL","Physicians and Surgeons, Family Practitioner",1062,10890,194040,2014,"Florida",19853880
"4516","GA","Dentists, General",1021,2370,190620,2014,"Georgia",10071204
"4517","GA","Physicians and Surgeons, Family Practitioner",1062,1710,223710,2014,"Georgia",10071204
"4518","HI","Dentists, General",1021,440,167470,2014,"Hawaii",1415335
"4519","HI","Physicians and Surgeons, Family Practitioner",1062,1000,231110,2014,"Hawaii",1415335
"4520","IA","Dentists, General",1021,850,174480,2014,"Iowa",3110643
"4521","IA","Physicians and Surgeons, Family Practitioner",1062,1550,217460,2014,"Iowa",3110643
"4522","ID","Dentists, General",1021,440,169360,2014,"Idaho",1632248
"4523","ID","Physicians and Surgeons, Family Practitioner",1062,640,188470,2014,"Idaho",1632248
"4524","IL","Dentists, General",1021,3570,141980,2014,"Illinois",12885092
"4525","IL","Physicians and Surgeons, Family Practitioner",1062,3340,162890,2014,"Illinois",12885092
"4526","IN","Dentists, General",1021,1960,143780,2014,"Indiana",6596019
"4527","IN","Physicians and Surgeons, Family Practitioner",1062,2170,176120,2014,"Indiana",6596019
"4528","KS","Dentists, General",1021,740,173720,2014,"Kansas",2901861
"4529","KS","Physicians and Surgeons, Family Practitioner",1062,1140,222090,2014,"Kansas",2901861
"4530","KY","Dentists, General",1021,820,150950,2014,"Kentucky",4416992
"4531","KY","Physicians and Surgeons, Family Practitioner",1062,1200,181810,2014,"Kentucky",4416992
"4532","LA","Dentists, General",1021,870,148240,2014,"Louisiana",4645938
"4533","LA","Physicians and Surgeons, Family Practitioner",1062,1100,182790,2014,"Louisiana",4645938
"4534","MA","Dentists, General",1021,3520,175280,2014,"Massachusetts",6764864
"4535","MA","Physicians and Surgeons, Family Practitioner",1062,3220,209050,2014,"Massachusetts",6764864
"4536","MD","Dentists, General",1021,2500,159830,2014,"Maryland",5960064
"4537","MD","Physicians and Surgeons, Family Practitioner",1062,1960,171480,2014,"Maryland",5960064
"4538","ME","Dentists, General",1021,310,203890,2014,"Maine",1331217
"4539","ME","Physicians and Surgeons, Family Practitioner",1062,630,169550,2014,"Maine",1331217
"4540","MI","Dentists, General",1021,3680,161040,2014,"Michigan",9932033
"4541","MI","Physicians and Surgeons, Family Practitioner",1062,4330,181590,2014,"Michigan",9932033
"4542","MN","Dentists, General",1021,1700,193690,2014,"Minnesota",5452665
"4543","MN","Physicians and Surgeons, Family Practitioner",1062,2460,183010,2014,"Minnesota",5452665
"4544","MO","Dentists, General",1021,1720,168650,2014,"Missouri",6059130
"4545","MO","Physicians and Surgeons, Family Practitioner",1062,6650,149430,2014,"Missouri",6059130
"4546","MS","Dentists, General",1021,660,152490,2014,"Mississippi",2991892
"4547","MS","Physicians and Surgeons, Family Practitioner",1062,950,205360,2014,"Mississippi",2991892
"4548","MT","Dentists, General",1021,450,130390,2014,"Montana",1022657
"4549","MT","Physicians and Surgeons, Family Practitioner",1062,430,191730,2014,"Montana",1022657
"4550","NC","Dentists, General",1021,3020,205820,2014,"North Carolina",9937295
"4551","NC","Physicians and Surgeons, Family Practitioner",1062,3540,200710,2014,"North Carolina",9937295
"4552","ND","Dentists, General",1021,220,183600,2014,"North Dakota",738736
"4553","ND","Physicians and Surgeons, Family Practitioner",1062,540,173590,2014,"North Dakota",738736
"4554","NE","Dentists, General",1021,450,151130,2014,"Nebraska",1879955
"4555","NE","Physicians and Surgeons, Family Practitioner",1062,1120,222480,2014,"Nebraska",1879955
"4556","NH","Dentists, General",1021,430,218230,2014,"New Hampshire",1334257
"4557","NH","Physicians and Surgeons, Family Practitioner",1062,570,206440,2014,"New Hampshire",1334257
"4558","NJ","Dentists, General",1021,2420,156640,2014,"New Jersey",8867277
"4559","NJ","Physicians and Surgeons, Family Practitioner",1062,2690,162360,2014,"New Jersey",8867277
"4560","NM","Dentists, General",1021,740,187920,2014,"New Mexico",2090236
"4561","NM","Physicians and Surgeons, Family Practitioner",1062,930,172700,2014,"New Mexico",2090236
"4562","NV","Dentists, General",1021,990,144770,2014,"Nevada",2818935
"4563","NV","Physicians and Surgeons, Family Practitioner",1062,1020,158270,2014,"Nevada",2818935
"4564","NY","Dentists, General",1021,8310,164030,2014,"New York",19653431
"4565","NY","Physicians and Surgeons, Family Practitioner",1062,2200,187140,2014,"New York",19653431
"4566","OH","Dentists, General",1021,3420,186100,2014,"Ohio",11606573
"4567","OH","Physicians and Surgeons, Family Practitioner",1062,4470,184450,2014,"Ohio",11606573
"4568","OK","Dentists, General",1021,1290,147820,2014,"Oklahoma",3879187
"4569","OK","Physicians and Surgeons, Family Practitioner",1062,3460,136990,2014,"Oklahoma",3879187
"4570","OR","Dentists, General",1021,1210,169110,2014,"Oregon",3965447
"4571","OR","Physicians and Surgeons, Family Practitioner",1062,1440,182880,2014,"Oregon",3965447
"4572","PA","Dentists, General",1021,3660,166690,2014,"Pennsylvania",12792392
"4573","PA","Physicians and Surgeons, Family Practitioner",1062,6510,190470,2014,"Pennsylvania",12792392
"4574","RI","Dentists, General",1021,340,183180,2014,"Rhode Island",1056511
"4575","RI","Physicians and Surgeons, Family Practitioner",1062,160,193800,2014,"Rhode Island",1056511
"4576","SC","Dentists, General",1021,1490,183150,2014,"South Carolina",4826858
"4577","SC","Physicians and Surgeons, Family Practitioner",1062,3650,184860,2014,"South Carolina",4826858
"4578","SD","Dentists, General",1021,390,164590,2014,"South Dakota",849670
"4579","SD","Physicians and Surgeons, Family Practitioner",1062,390,203320,2014,"South Dakota",849670
"4580","TN","Dentists, General",1021,990,172850,2014,"Tennessee",6544617
"4581","TN","Physicians and Surgeons, Family Practitioner",1062,1480,167370,2014,"Tennessee",6544617
"4582","TX","Dentists, General",1021,7100,185760,2014,"Texas",26963092
"4583","TX","Physicians and Surgeons, Family Practitioner",1062,6050,196380,2014,"Texas",26963092
"4584","UT","Dentists, General",1021,1240,112990,2014,"Utah",2938327
"4585","UT","Physicians and Surgeons, Family Practitioner",1062,1170,191440,2014,"Utah",2938327
"4586","VA","Dentists, General",1021,2910,158780,2014,"Virginia",8315430
"4587","VA","Physicians and Surgeons, Family Practitioner",1062,3780,178130,2014,"Virginia",8315430
"4588","VT","Dentists, General",1021,170,204760,2014,"Vermont",625693
"4589","VT","Physicians and Surgeons, Family Practitioner",1062,410,147070,2014,"Vermont",625693
"4590","WA","Dentists, General",1021,2250,177890,2014,"Washington",7057531
"4591","WA","Physicians and Surgeons, Family Practitioner",1062,1840,190600,2014,"Washington",7057531
"4592","WI","Dentists, General",1021,1920,178180,2014,"Wisconsin",5753199
"4593","WI","Physicians and Surgeons, Family Practitioner",1062,3040,198120,2014,"Wisconsin",5753199
"4594","WV","Dentists, General",1021,390,169590,2014,"West Virginia",1850569
"4595","WV","Physicians and Surgeons, Family Practitioner",1062,440,173080,2014,"West Virginia",1850569
"4596","WY","Dentists, General",1021,240,183490,2014,"Wyoming",583159
"4597","WY","Physicians and Surgeons, Family Practitioner",1062,290,165550,2014,"Wyoming",583159
"4598","AK","Dental Hygienists",2021,480,84430,2015,"Alaska",738430
"4599","AK","Dentists, All",1020,200,217120,2015,"Alaska",738430
"4600","AK","Nurses",1141,5910,88510,2015,"Alaska",738430
"4601","AK","Physicians and Surgeons, All",1060,1030,NA,2015,"Alaska",738430
"4602","AL","Dental Hygienists",2021,3040,44400,2015,"Alabama",4854803
"4603","AL","Dentists, All",1020,1100,176052.545454545,2015,"Alabama",4854803
"4604","AL","Nurses",1141,44000,56890,2015,"Alabama",4854803
"4605","AL","Physicians and Surgeons, All",1060,8380,NA,2015,"Alabama",4854803
"4606","AR","Dental Hygienists",2021,1400,64410,2015,"Arkansas",2979732
"4607","AR","Dentists, All",1020,780,170905.769230769,2015,"Arkansas",2979732
"4608","AR","Nurses",1141,22480,56870,2015,"Arkansas",2979732
"4609","AR","Physicians and Surgeons, All",1060,5650,197599.398230088,2015,"Arkansas",2979732
"4610","AZ","Dental Hygienists",2021,3090,81950,2015,"Arizona",6832810
"4611","AZ","Dentists, All",1020,2350,NA,2015,"Arizona",6832810
"4612","AZ","Nurses",1141,49800,71790,2015,"Arizona",6832810
"4613","AZ","Physicians and Surgeons, All",1060,10560,195524.696969697,2015,"Arizona",6832810
"4614","CA","Dental Hygienists",2021,20560,93970,2015,"California",38904296
"4615","CA","Dentists, All",1020,14110,174039.588944011,2015,"California",38904296
"4616","CA","Nurses",1141,255010,101260,2015,"California",38904296
"4617","CA","Physicians and Surgeons, All",1060,60480,209591.481481481,2015,"California",38904296
"4618","CO","Dental Hygienists",2021,4550,78980,2015,"Colorado",5454328
"4619","CO","Dentists, All",1020,1970,180833.604060914,2015,"Colorado",5454328
"4620","CO","Nurses",1141,45760,69990,2015,"Colorado",5454328
"4621","CO","Physicians and Surgeons, All",1060,8250,220482.315151515,2015,"Colorado",5454328
"4622","CT","Dental Hygienists",2021,3850,80860,2015,"Connecticut",3588561
"4623","CT","Dentists, All",1020,1230,NA,2015,"Connecticut",3588561
"4624","CT","Nurses",1141,32440,77330,2015,"Connecticut",3588561
"4625","CT","Physicians and Surgeons, All",1060,10330,197931.577928364,2015,"Connecticut",3588561
"4626","DC","Dental Hygienists",2021,440,98530,2015,"District of Columbia",677014
"4627","DC","Dentists, All",1020,0,NA,2015,"District of Columbia",677014
"4628","DC","Nurses",1141,10530,79560,2015,"District of Columbia",677014
"4629","DC","Physicians and Surgeons, All",1060,4680,149507.713675214,2015,"District of Columbia",677014
"4630","DE","Dental Hygienists",2021,670,73450,2015,"Delaware",942065
"4631","DE","Dentists, All",1020,330,227160,2015,"Delaware",942065
"4632","DE","Nurses",1141,10370,71410,2015,"Delaware",942065
"4633","DE","Physicians and Surgeons, All",1060,2400,198658.083333333,2015,"Delaware",942065
"4634","FL","Dental Hygienists",2021,10510,63370,2015,"Florida",20219111
"4635","FL","Dentists, All",1020,6660,NA,2015,"Florida",20219111
"4636","FL","Nurses",1141,168870,63960,2015,"Florida",20219111
"4637","FL","Physicians and Surgeons, All",1060,37980,204774.012638231,2015,"Florida",20219111
"4638","GA","Dental Hygienists",2021,5160,62860,2015,"Georgia",10183353
"4639","GA","Dentists, All",1020,2940,186812.074829932,2015,"Georgia",10183353
"4640","GA","Nurses",1141,68980,63190,2015,"Georgia",10183353
"4641","GA","Physicians and Surgeons, All",1060,19520,226079.24692623,2015,"Georgia",10183353
"4642","HI","Dental Hygienists",2021,960,72790,2015,"Hawaii",1422999
"4643","HI","Dentists, All",1020,530,NA,2015,"Hawaii",1422999
"4644","HI","Nurses",1141,10990,90130,2015,"Hawaii",1422999
"4645","HI","Physicians and Surgeons, All",1060,2380,213547.478991597,2015,"Hawaii",1422999
"4646","IA","Dental Hygienists",2021,2340,68470,2015,"Iowa",3122541
"4647","IA","Dentists, All",1020,860,185270,2015,"Iowa",3122541
"4648","IA","Nurses",1141,31630,55040,2015,"Iowa",3122541
"4649","IA","Physicians and Surgeons, All",1060,5150,NA,2015,"Iowa",3122541
"4650","ID","Dental Hygienists",2021,1460,72460,2015,"Idaho",1652495
"4651","ID","Dentists, All",1020,460,191140,2015,"Idaho",1652495
"4652","ID","Nurses",1141,12140,61280,2015,"Idaho",1652495
"4653","ID","Physicians and Surgeons, All",1060,1160,NA,2015,"Idaho",1652495
"4654","IL","Dental Hygienists",2021,7820,69880,2015,"Illinois",12859585
"4655","IL","Dentists, All",1020,3610,149400,2015,"Illinois",12859585
"4656","IL","Nurses",1141,113040,69760,2015,"Illinois",12859585
"4657","IL","Physicians and Surgeons, All",1060,26780,190051.923076923,2015,"Illinois",12859585
"4658","IN","Dental Hygienists",2021,5040,67020,2015,"Indiana",6611442
"4659","IN","Dentists, All",1020,2230,NA,2015,"Indiana",6611442
"4660","IN","Nurses",1141,60890,58910,2015,"Indiana",6611442
"4661","IN","Physicians and Surgeons, All",1060,13780,NA,2015,"Indiana",6611442
"4662","KS","Dental Hygienists",2021,1970,69480,2015,"Kansas",2910717
"4663","KS","Dentists, All",1020,950,182340,2015,"Kansas",2910717
"4664","KS","Nurses",1141,27200,57410,2015,"Kansas",2910717
"4665","KS","Physicians and Surgeons, All",1060,5570,NA,2015,"Kansas",2910717
"4666","KY","Dental Hygienists",2021,2060,57320,2015,"Kentucky",4429126
"4667","KY","Dentists, All",1020,990,167720.606060606,2015,"Kentucky",4429126
"4668","KY","Nurses",1141,43630,58770,2015,"Kentucky",4429126
"4669","KY","Physicians and Surgeons, All",1060,8080,NA,2015,"Kentucky",4429126
"4670","LA","Dental Hygienists",2021,1960,56340,2015,"Louisiana",4666998
"4671","LA","Dentists, All",1020,980,154164.897959184,2015,"Louisiana",4666998
"4672","LA","Nurses",1141,42270,62450,2015,"Louisiana",4666998
"4673","LA","Physicians and Surgeons, All",1060,5800,209489.344827586,2015,"Louisiana",4666998
"4674","MA","Dental Hygienists",2021,6250,80490,2015,"Massachusetts",6797484
"4675","MA","Dentists, All",1020,4190,188344.797136038,2015,"Massachusetts",6797484
"4676","MA","Nurses",1141,83780,88650,2015,"Massachusetts",6797484
"4677","MA","Physicians and Surgeons, All",1060,23150,197033.079913607,2015,"Massachusetts",6797484
"4678","MD","Dental Hygienists",2021,3390,81750,2015,"Maryland",5988528
"4679","MD","Dentists, All",1020,2720,159780.441176471,2015,"Maryland",5988528
"4680","MD","Nurses",1141,51100,73200,2015,"Maryland",5988528
"4681","MD","Physicians and Surgeons, All",1060,15790,191962.469917669,2015,"Maryland",5988528
"4682","ME","Dental Hygienists",2021,1260,63200,2015,"Maine",1329098
"4683","ME","Dentists, All",1020,360,185290,2015,"Maine",1329098
"4684","ME","Nurses",1141,14210,64310,2015,"Maine",1329098
"4685","ME","Physicians and Surgeons, All",1060,4320,NA,2015,"Maine",1329098
"4686","MI","Dental Hygienists",2021,9870,61230,2015,"Michigan",9934483
"4687","MI","Dentists, All",1020,4170,167883.884892086,2015,"Michigan",9934483
"4688","MI","Nurses",1141,91130,67690,2015,"Michigan",9934483
"4689","MI","Physicians and Surgeons, All",1060,25940,NA,2015,"Michigan",9934483
"4690","MN","Dental Hygienists",2021,4620,71010,2015,"Minnesota",5484002
"4691","MN","Dentists, All",1020,1810,192255.082872928,2015,"Minnesota",5484002
"4692","MN","Nurses",1141,59640,72310,2015,"Minnesota",5484002
"4693","MN","Physicians and Surgeons, All",1060,10480,226825,2015,"Minnesota",5484002
"4694","MO","Dental Hygienists",2021,3140,67410,2015,"Missouri",6075411
"4695","MO","Dentists, All",1020,1920,166558.125,2015,"Missouri",6075411
"4696","MO","Nurses",1141,65860,59150,2015,"Missouri",6075411
"4697","MO","Physicians and Surgeons, All",1060,12700,NA,2015,"Missouri",6075411
"4698","MS","Dental Hygienists",2021,1080,55110,2015,"Mississippi",2990231
"4699","MS","Dentists, All",1020,750,184836.666666667,2015,"Mississippi",2990231
"4700","MS","Nurses",1141,27810,56980,2015,"Mississippi",2990231
"4701","MS","Physicians and Surgeons, All",1060,4130,210636.537530266,2015,"Mississippi",2990231
"4702","MT","Dental Hygienists",2021,780,68510,2015,"Montana",1031495
"4703","MT","Dentists, All",1020,410,147250,2015,"Montana",1031495
"4704","MT","Nurses",1141,9640,62650,2015,"Montana",1031495
"4705","MT","Physicians and Surgeons, All",1060,2140,NA,2015,"Montana",1031495
"4706","NC","Dental Hygienists",2021,5670,66910,2015,"North Carolina",10037218
"4707","NC","Dentists, All",1020,3410,NA,2015,"North Carolina",10037218
"4708","NC","Nurses",1141,95670,60460,2015,"North Carolina",10037218
"4709","NC","Physicians and Surgeons, All",1060,17320,NA,2015,"North Carolina",10037218
"4710","ND","Dental Hygienists",2021,640,64510,2015,"North Dakota",755537
"4711","ND","Dentists, All",1020,240,214450,2015,"North Dakota",755537
"4712","ND","Nurses",1141,8370,58890,2015,"North Dakota",755537
"4713","ND","Physicians and Surgeons, All",1060,1170,NA,2015,"North Dakota",755537
"4714","NE","Dental Hygienists",2021,1150,64980,2015,"Nebraska",1892059
"4715","NE","Dentists, All",1020,570,155498.596491228,2015,"Nebraska",1892059
"4716","NE","Nurses",1141,20600,58970,2015,"Nebraska",1892059
"4717","NE","Physicians and Surgeons, All",1060,3750,NA,2015,"Nebraska",1892059
"4718","NH","Dental Hygienists",2021,1210,78290,2015,"New Hampshire",1337480
"4719","NH","Dentists, All",1020,460,NA,2015,"New Hampshire",1337480
"4720","NH","Nurses",1141,12720,67190,2015,"New Hampshire",1337480
"4721","NH","Physicians and Surgeons, All",1060,3510,NA,2015,"New Hampshire",1337480
"4722","NJ","Dental Hygienists",2021,6420,82720,2015,"New Jersey",8870312
"4723","NJ","Dentists, All",1020,3320,NA,2015,"New Jersey",8870312
"4724","NJ","Nurses",1141,78460,79840,2015,"New Jersey",8870312
"4725","NJ","Physicians and Surgeons, All",1060,23950,NA,2015,"New Jersey",8870312
"4726","NM","Dental Hygienists",2021,1240,89290,2015,"New Mexico",2090071
"4727","NM","Dentists, All",1020,830,172175.542168675,2015,"New Mexico",2090071
"4728","NM","Nurses",1141,15110,66030,2015,"New Mexico",2090071
"4729","NM","Physicians and Surgeons, All",1060,3080,NA,2015,"New Mexico",2090071
"4730","NV","Dental Hygienists",2021,1510,89190,2015,"Nevada",2868531
"4731","NV","Dentists, All",1020,890,194554.157303371,2015,"Nevada",2868531
"4732","NV","Nurses",1141,19470,81460,2015,"Nevada",2868531
"4733","NV","Physicians and Surgeons, All",1060,3660,NA,2015,"Nevada",2868531
"4734","NY","Dental Hygienists",2021,10760,72920,2015,"New York",19657321
"4735","NY","Dentists, All",1020,9300,178204.462365591,2015,"New York",19657321
"4736","NY","Nurses",1141,171880,78950,2015,"New York",19657321
"4737","NY","Physicians and Surgeons, All",1060,57600,181238.378472222,2015,"New York",19657321
"4738","OH","Dental Hygienists",2021,7510,66910,2015,"Ohio",11622315
"4739","OH","Dentists, All",1020,3760,195371.781914894,2015,"Ohio",11622315
"4740","OH","Nurses",1141,126270,62800,2015,"Ohio",11622315
"4741","OH","Physicians and Surgeons, All",1060,28090,204353.456746173,2015,"Ohio",11622315
"4742","OK","Dental Hygienists",2021,1790,71260,2015,"Oklahoma",3910518
"4743","OK","Dentists, All",1020,1280,155255.390625,2015,"Oklahoma",3910518
"4744","OK","Nurses",1141,26080,59040,2015,"Oklahoma",3910518
"4745","OK","Physicians and Surgeons, All",1060,8310,NA,2015,"Oklahoma",3910518
"4746","OR","Dental Hygienists",2021,4030,77010,2015,"Oregon",4018542
"4747","OR","Dentists, All",1020,1230,199002.276422764,2015,"Oregon",4018542
"4748","OR","Nurses",1141,32490,83800,2015,"Oregon",4018542
"4749","OR","Physicians and Surgeons, All",1060,8680,NA,2015,"Oregon",4018542
"4750","PA","Dental Hygienists",2021,9650,62830,2015,"Pennsylvania",12789838
"4751","PA","Dentists, All",1020,4230,153466.241134752,2015,"Pennsylvania",12789838
"4752","PA","Nurses",1141,136090,67550,2015,"Pennsylvania",12789838
"4753","PA","Physicians and Surgeons, All",1060,28590,195830.461699895,2015,"Pennsylvania",12789838
"4754","RI","Dental Hygienists",2021,1020,73140,2015,"Rhode Island",1056886
"4755","RI","Dentists, All",1020,350,180220,2015,"Rhode Island",1056886
"4756","RI","Nurses",1141,11950,76410,2015,"Rhode Island",1056886
"4757","RI","Physicians and Surgeons, All",1060,3680,NA,2015,"Rhode Island",1056886
"4758","SC","Dental Hygienists",2021,2680,59230,2015,"South Carolina",4896006
"4759","SC","Dentists, All",1020,1790,NA,2015,"South Carolina",4896006
"4760","SC","Nurses",1141,42440,61110,2015,"South Carolina",4896006
"4761","SC","Physicians and Surgeons, All",1060,8690,210670.920598389,2015,"South Carolina",4896006
"4762","SD","Dental Hygienists",2021,530,57350,2015,"South Dakota",854663
"4763","SD","Dentists, All",1020,380,NA,2015,"South Dakota",854663
"4764","SD","Nurses",1141,11950,55100,2015,"South Dakota",854663
"4765","SD","Physicians and Surgeons, All",1060,1410,NA,2015,"South Dakota",854663
"4766","TN","Dental Hygienists",2021,3880,66160,2015,"Tennessee",6595354
"4767","TN","Dentists, All",1020,1110,NA,2015,"Tennessee",6595354
"4768","TN","Nurses",1141,55710,57560,2015,"Tennessee",6595354
"4769","TN","Physicians and Surgeons, All",1060,10120,NA,2015,"Tennessee",6595354
"4770","TX","Dental Hygienists",2021,12980,72320,2015,"Texas",27468531
"4771","TX","Dentists, All",1020,9040,176271.935840708,2015,"Texas",27468531
"4772","TX","Nurses",1141,198650,69890,2015,"Texas",27468531
"4773","TX","Physicians and Surgeons, All",1060,43370,198677.950195988,2015,"Texas",27468531
"4774","UT","Dental Hygienists",2021,2490,70800,2015,"Utah",2983626
"4775","UT","Dentists, All",1020,1100,121340,2015,"Utah",2983626
"4776","UT","Nurses",1141,19930,61000,2015,"Utah",2983626
"4777","UT","Physicians and Surgeons, All",1060,4080,205604.166666667,2015,"Utah",2983626
"4778","VA","Dental Hygienists",2021,4480,80430,2015,"Virginia",8367303
"4779","VA","Dentists, All",1020,3120,NA,2015,"Virginia",8367303
"4780","VA","Nurses",1141,63340,65340,2015,"Virginia",8367303
"4781","VA","Physicians and Surgeons, All",1060,16060,201414.489414695,2015,"Virginia",8367303
"4782","VT","Dental Hygienists",2021,620,64140,2015,"Vermont",625810
"4783","VT","Dentists, All",1020,180,180970,2015,"Vermont",625810
"4784","VT","Nurses",1141,6360,65840,2015,"Vermont",625810
"4785","VT","Physicians and Surgeons, All",1060,2050,NA,2015,"Vermont",625810
"4786","WA","Dental Hygienists",2021,6020,88870,2015,"Washington",7167287
"4787","WA","Dentists, All",1020,2110,182990,2015,"Washington",7167287
"4788","WA","Nurses",1141,52880,78130,2015,"Washington",7167287
"4789","WA","Physicians and Surgeons, All",1060,9650,222475.233160622,2015,"Washington",7167287
"4790","WI","Dental Hygienists",2021,4980,63800,2015,"Wisconsin",5762927
"4791","WI","Dentists, All",1020,2190,NA,2015,"Wisconsin",5762927
"4792","WI","Nurses",1141,55460,66440,2015,"Wisconsin",5762927
"4793","WI","Physicians and Surgeons, All",1060,11030,NA,2015,"Wisconsin",5762927
"4794","WV","Dental Hygienists",2021,1030,54410,2015,"West Virginia",1843332
"4795","WV","Dentists, All",1020,420,163610,2015,"West Virginia",1843332
"4796","WV","Nurses",1141,20020,58010,2015,"West Virginia",1843332
"4797","WV","Physicians and Surgeons, All",1060,3390,NA,2015,"West Virginia",1843332
"4798","WY","Dental Hygienists",2021,510,69450,2015,"Wyoming",586389
"4799","WY","Dentists, All",1020,250,171340,2015,"Wyoming",586389
"4800","WY","Nurses",1141,4910,62080,2015,"Wyoming",586389
"4801","WY","Physicians and Surgeons, All",1060,920,NA,2015,"Wyoming",586389
"4802","AK","Dentists, General",1021,200,217120,2015,"Alaska",738430
"4803","AK","Physicians and Surgeons, Family Practitioner",1062,460,235600,2015,"Alaska",738430
"4804","AL","Dentists, General",1021,980,174870,2015,"Alabama",4854803
"4805","AL","Physicians and Surgeons, Family Practitioner",1062,600,198890,2015,"Alabama",4854803
"4806","AR","Dentists, General",1021,750,171450,2015,"Arkansas",2979732
"4807","AR","Physicians and Surgeons, Family Practitioner",1062,1560,211410,2015,"Arkansas",2979732
"4808","AZ","Dentists, General",1021,2080,155940,2015,"Arizona",6832810
"4809","AZ","Physicians and Surgeons, Family Practitioner",1062,3250,169520,2015,"Arizona",6832810
"4810","CA","Dentists, General",1021,12870,170490,2015,"California",38904296
"4811","CA","Physicians and Surgeons, Family Practitioner",1062,16400,198380,2015,"California",38904296
"4812","CO","Dentists, General",1021,1920,178710,2015,"Colorado",5454328
"4813","CO","Physicians and Surgeons, Family Practitioner",1062,2680,202780,2015,"Colorado",5454328
"4814","CT","Dentists, General",1021,1230,188580,2015,"Connecticut",3588561
"4815","CT","Physicians and Surgeons, Family Practitioner",1062,1210,196730,2015,"Connecticut",3588561
